pair_id,drug_a,drug_b,tier,label_class,evidence
ADDI2-0357,sitagliptin,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0358,amoxicillin,sevelamer,T2_moderate,no_label_signal,
ADDI2-0359,lidocaine,dalteparin,T2_moderate,no_label_signal,
ADDI2-0360,dicyclomine,dextromethorphan,T2_moderate,no_label_signal,
ADDI2-0361,pravastatin,sevelamer,T2_moderate,no_label_signal,
ADDI2-0362,alprazolam,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0363,metoclopramide,sevelamer,T2_moderate,no_label_signal,
ADDI2-0364,cephalexin,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0365,ranitidine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0366,moxifloxacin,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0367,atenolol,valproate,T2_moderate,no_label_signal,
ADDI2-0368,dextromethorphan,oseltamivir,T2_moderate,no_label_signal,
ADDI2-0369,methadone,heparin,T2_moderate,no_label_signal,
ADDI2-0370,lidocaine,liraglutide,T2_moderate,no_label_signal,
ADDI2-0371,doxazosin,sevelamer,T2_moderate,no_label_signal,
ADDI2-0372,methocarbamol,heparin,T2_moderate,no_label_signal,
ADDI2-0373,citalopram,dutasteride,T2_moderate,no_label_signal,
ADDI2-0374,spironolactone,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0375,citalopram,oseltamivir,T2_moderate,no_label_signal,
ADDI2-0376,citalopram,raltegravir,T2_moderate,no_label_signal,
ADDI2-0377,cefdinir,dextromethorphan,T2_moderate,no_label_signal,
ADDI2-0378,moxifloxacin,heparin,T2_moderate,no_label_signal,
ADDI2-0379,sumatriptan,heparin,T2_moderate,no_label_signal,
ADDI2-0380,amoxicillin,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0381,atenolol,memantine,T2_moderate,no_label_signal,
ADDI2-0382,diphenhydramine,dalteparin,T2_moderate,no_label_signal,
ADDI2-0383,cephalexin,liraglutide,T2_moderate,no_label_signal,
ADDI2-0384,diazepam,liraglutide,T2_moderate,no_label_signal,
ADDI2-0385,tizanidine,liraglutide,T2_moderate,no_label_signal,
ADDI2-0386,atenolol,cefuroxime,T2_moderate,no_label_signal,
ADDI2-0387,ustekinumab,irbesartan,T2_moderate,no_label_signal,
ADDI2-0388,levetiracetam,solifenacin,T2_moderate,no_label_signal,
ADDI2-0389,fluoxetine,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0390,sevelamer,trazodone,T2_moderate,no_label_signal,
ADDI2-0391,oseltamivir,dalteparin,T2_moderate,no_label_signal,
ADDI2-0392,ezetimibe,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0393,citalopram,sevelamer,T2_moderate,no_label_signal,
ADDI2-0394,isosorbide,liraglutide,T2_moderate,no_label_signal,
ADDI2-0395,hydrocodone,dutasteride,T2_moderate,no_label_signal,
ADDI2-0396,fentanyl,sevelamer,T2_moderate,no_label_signal,
ADDI2-0397,valganciclovir,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0398,diazepam,dalteparin,T2_moderate,no_label_signal,
ADDI2-0399,nitrofurantoin,heparin,T2_moderate,no_label_signal,
ADDI2-0400,ranitidine,liraglutide,T2_moderate,no_label_signal,
ADDI2-0401,levetiracetam,pemetrexed,T2_moderate,no_label_signal,
ADDI2-0402,dextromethorphan,glimepiride,T2_moderate,no_label_signal,
ADDI2-0403,hydrocodone,memantine,T2_moderate,no_label_signal,
ADDI2-0404,levetiracetam,tadalafil,T2_moderate,no_label_signal,
ADDI2-0405,sevelamer,clonazepam,T2_moderate,no_label_signal,
ADDI2-0406,levetiracetam,glimepiride,T2_moderate,no_label_signal,
ADDI2-0407,atenolol,cinacalcet,T2_moderate,no_label_signal,
ADDI2-0408,venlafaxine,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0409,dicyclomine,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0410,triamterene,dextromethorphan,T2_moderate,no_label_signal,
ADDI2-0411,montelukast,sevelamer,T2_moderate,no_label_signal,
ADDI2-0412,cefdinir,chlorpheniramine,T2_moderate,no_label_signal,
ADDI2-0413,dextromethorphan,solifenacin,T2_moderate,no_label_signal,
ADDI2-0414,cefdinir,citalopram,T2_moderate,no_label_signal,
ADDI2-0415,sevelamer,ibuprofen,T2_moderate,no_label_signal,
ADDI2-0416,doxazosin,liraglutide,T2_moderate,no_label_signal,
ADDI2-0417,moxifloxacin,dextromethorphan,T2_moderate,no_label_signal,
ADDI2-0418,liraglutide,acyclovir,T2_moderate,no_label_signal,
ADDI2-0419,fluconazole,sevelamer,T2_moderate,no_label_signal,
ADDI2-0420,liraglutide,perindopril,T2_moderate,no_label_signal,
ADDI2-0421,hydrocodone,alfuzosin,T2_moderate,no_label_signal,
ADDI2-0422,lamotrigine,liraglutide,T2_moderate,no_label_signal,
ADDI2-0423,tetracycline,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0424,sevelamer,amitriptyline,T2_moderate,no_label_signal,
ADDI2-0425,conjugated estrogens,isosorbide,T2_moderate,no_label_signal,
ADDI2-0426,levofloxacin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0427,glipizide,sevelamer,T2_moderate,no_label_signal,
ADDI2-0428,fluconazole,liraglutide,T2_moderate,no_label_signal,
ADDI2-0429,hydrochlorothiazide,dalteparin,T2_moderate,no_label_signal,
ADDI2-0430,metoclopramide,liraglutide,T2_moderate,no_label_signal,
ADDI2-0431,dutasteride,lactulose,T2_moderate,no_label_signal,
ADDI2-0432,levetiracetam,granisetron,T2_moderate,no_label_signal,
ADDI2-0433,hydrocodone,benztropine,T2_moderate,no_label_signal,
ADDI2-0434,sildenafil,sevelamer,T2_moderate,no_label_signal,
ADDI2-0435,chlorpheniramine,moxifloxacin,T2_moderate,no_label_signal,
ADDI2-0436,conjugated estrogens,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0437,ezetimibe,sevelamer,T2_moderate,no_label_signal,
ADDI2-0438,ustekinumab,perindopril,T2_moderate,no_label_signal,
ADDI2-0439,famotidine,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0440,atenolol,pemetrexed,T2_moderate,no_label_signal,
ADDI2-0441,baclofen,liraglutide,T2_moderate,no_label_signal,
ADDI2-0442,phenazopyridine,citalopram,T2_moderate,no_label_signal,
ADDI2-0443,sevelamer,doxycycline,T2_moderate,no_label_signal,
ADDI2-0444,sevelamer,prednisolone,T2_moderate,no_label_signal,
ADDI2-0445,azithromycin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0446,dextromethorphan,cefuroxime,T2_moderate,no_label_signal,
ADDI2-0447,levetiracetam,cefuroxime,T2_moderate,no_label_signal,
ADDI2-0448,paroxetine,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0449,heparin,methylphenidate,T2_moderate,no_label_signal,
ADDI2-0450,metronidazole,sevelamer,T2_moderate,no_label_signal,
ADDI2-0451,cefuroxime,liraglutide,T2_moderate,no_label_signal,
ADDI2-0452,levetiracetam,dutasteride,T2_moderate,no_label_signal,
ADDI2-0453,conjugated estrogens,bisoprolol,T2_moderate,no_label_signal,
ADDI2-0454,diazepam,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0455,nortriptyline,heparin,T2_moderate,no_label_signal,
ADDI2-0456,chlorpheniramine,cefuroxime,T2_moderate,no_label_signal,
ADDI2-0457,enalapril,sevelamer,T2_moderate,label_explicit_NONinteraction,named with an explicit no-interaction statement
ADDI2-0458,citalopram,valganciclovir,T2_moderate,no_label_signal,
ADDI2-0459,levetiracetam,pioglitazone,T2_moderate,no_label_signal,
ADDI2-0460,famotidine,dalteparin,T2_moderate,no_label_signal,
ADDI2-0461,carvedilol,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0462,colchicine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0463,levetiracetam,oseltamivir,T2_moderate,no_label_signal,
ADDI2-0464,sevelamer,temazepam,T2_moderate,no_label_signal,
ADDI2-0465,clindamycin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0466,cephalexin,sevelamer,T2_moderate,no_label_signal,
ADDI2-0467,levetiracetam,alfuzosin,T2_moderate,no_label_signal,
ADDI2-0468,atenolol,cefdinir,T2_moderate,no_label_signal,
ADDI2-0469,atenolol,phenazopyridine,T2_moderate,no_label_signal,
ADDI2-0470,ramipril,sevelamer,T2_moderate,no_label_signal,
ADDI2-0471,nitroglycerin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0472,zolpidem,dalteparin,T2_moderate,no_label_signal,
ADDI2-0473,clindamycin,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0474,conjugated estrogens,lactulose,T2_moderate,no_label_signal,
ADDI2-0475,clindamycin,sevelamer,T2_moderate,no_label_signal,
ADDI2-0476,hydrocodone,raltegravir,T2_moderate,no_label_signal,
ADDI2-0477,triamterene,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0478,atenolol,oseltamivir,T2_moderate,no_label_signal,
ADDI2-0479,heparin,conjugated estrogens,T2_moderate,no_label_signal,
ADDI2-0480,pravastatin,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0481,olanzapine,dalteparin,T2_moderate,no_label_signal,
ADDI2-0482,salmeterol,sevelamer,T2_moderate,no_label_signal,
ADDI2-0483,valganciclovir,atenolol,T2_moderate,no_label_signal,
ADDI2-0484,chlorpheniramine,nabumetone,T2_moderate,no_label_signal,
ADDI2-0485,moxifloxacin,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0486,phenazopyridine,conjugated estrogens,T2_moderate,no_label_signal,
ADDI2-0487,ustekinumab,temazepam,T2_moderate,no_label_signal,
ADDI2-0488,azithromycin,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0489,levetiracetam,raltegravir,T2_moderate,no_label_signal,
ADDI2-0490,dextromethorphan,emtricitabine,T2_moderate,no_label_signal,
ADDI2-0491,sevelamer,quetiapine,T2_moderate,no_label_signal,
ADDI2-0492,ropinirole,heparin,T2_moderate,no_label_signal,
ADDI2-0493,dextromethorphan,liraglutide,T2_moderate,no_label_signal,
ADDI2-0494,montelukast,dalteparin,T2_moderate,no_label_signal,
ADDI2-0495,salmeterol,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0496,haloperidol,dalteparin,T2_moderate,no_label_signal,
ADDI2-0497,naproxen,sevelamer,T2_moderate,no_label_signal,
ADDI2-0498,sevelamer,irbesartan,T2_moderate,no_label_signal,
ADDI2-0499,diazepam,sevelamer,T2_moderate,no_label_signal,
ADDI2-0500,sitagliptin,sevelamer,T2_moderate,no_label_signal,
ADDI2-0501,phenazopyridine,dextromethorphan,T2_moderate,no_label_signal,
ADDI2-0502,hydrocodone,penicillin v potassium,T2_moderate,no_label_signal,
ADDI2-0503,hydroxychloroquine,dalteparin,T2_moderate,label_class_INTERACTION,platelet-inhibitor/NSAID class named in the anticoagulant's own label
ADDI2-0504,chlorpheniramine,perindopril,T2_moderate,no_label_signal,
ADDI2-0505,hydrocodone,valganciclovir,T2_moderate,no_label_signal,
ADDI2-0506,sevelamer,finasteride,T2_moderate,no_label_signal,
ADDI2-0507,isosorbide,dalteparin,T2_moderate,no_label_signal,
ADDI2-0508,ezetimibe,dalteparin,T2_moderate,no_label_signal,
ADDI2-0509,methocarbamol,liraglutide,T2_moderate,no_label_signal,
ADDI2-0510,dextromethorphan,dutasteride,T2_moderate,no_label_signal,
ADDI2-0511,metronidazole,liraglutide,T2_moderate,no_label_signal,
ADDI2-0512,atenolol,granisetron,T2_moderate,no_label_signal,
ADDI2-0513,methocarbamol,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0514,heparin,niacin,T2_moderate,no_label_signal,
ADDI2-0515,fluconazole,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0516,atenolol,eletriptan,T2_moderate,no_label_signal,
ADDI2-0517,methadone,dalteparin,T2_moderate,no_label_signal,
ADDI2-0518,dicyclomine,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0519,methylphenidate,liraglutide,T2_moderate,no_label_signal,
ADDI2-0520,sevelamer,tadalafil,T2_moderate,no_label_signal,
ADDI2-0521,enalapril,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0522,valganciclovir,sevelamer,T2_moderate,no_label_signal,
ADDI2-0523,cefdinir,levetiracetam,T2_moderate,no_label_signal,
ADDI2-0524,phenazopyridine,heparin,T2_moderate,no_label_signal,
ADDI2-0525,doxazosin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0526,chlorpheniramine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0527,fluoxetine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0528,atenolol,zolmitriptan,T2_moderate,no_label_signal,
ADDI2-0529,conjugated estrogens,nabumetone,T2_moderate,no_label_signal,"regex false positive: 'conjugated metabolites', not the drug; verified by manual reading"
ADDI2-0530,paroxetine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0531,dextromethorphan,pemetrexed,T2_moderate,no_label_signal,
ADDI2-0532,atenolol,atomoxetine,T2_moderate,no_label_signal,
ADDI2-0533,fenofibrate,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0534,hydrocodone,pemetrexed,T2_moderate,no_label_signal,
ADDI2-0535,solifenacin,liraglutide,T2_moderate,no_label_signal,
ADDI2-0536,venlafaxine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0537,atenolol,raltegravir,T2_moderate,no_label_signal,
ADDI2-0538,cefdinir,conjugated estrogens,T2_moderate,no_label_signal,
ADDI2-0539,levetiracetam,cinacalcet,T2_moderate,no_label_signal,
ADDI2-0540,sumatriptan,liraglutide,T2_moderate,no_label_signal,
ADDI2-0541,citalopram,pemetrexed,T2_moderate,no_label_signal,
ADDI2-0542,phenytoin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0543,sitagliptin,dalteparin,T2_moderate,no_label_signal,
ADDI2-0544,penicillin v potassium,liraglutide,T2_moderate,no_label_signal,
ADDI2-0545,triamcinolone,sevelamer,T2_moderate,no_label_signal,
ADDI2-0546,triamterene,liraglutide,T2_moderate,no_label_signal,
ADDI2-0547,colchicine,liraglutide,T2_moderate,no_label_signal,
ADDI2-0548,sumatriptan,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0549,dextromethorphan,nabumetone,T2_moderate,no_label_signal,
ADDI2-0550,levetiracetam,niacin,T2_moderate,no_label_signal,
ADDI2-0551,olanzapine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0552,ropinirole,liraglutide,T2_moderate,no_label_signal,
ADDI2-0553,tizanidine,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0554,dextromethorphan,alfuzosin,T2_moderate,no_label_signal,
ADDI2-0555,levetiracetam,atomoxetine,T2_moderate,no_label_signal,
ADDI2-0556,baclofen,ustekinumab,T2_moderate,no_label_signal,
ADDI2-0557,tizanidine,sevelamer,T2_moderate,no_label_signal,
ADDI2-0558,alprazolam,dalteparin,T2_moderate,no_label_signal,
ADDI2-0559,dextromethorphan,sevelamer,T2_moderate,no_label_signal,
ADDI2-0560,tetracycline,atenolol,T2_moderate,no_label_signal,
ADDI2-0561,valganciclovir,chlorpheniramine,T2_moderate,no_label_signal,
ADDI2-0562,risperidone,dalteparin,T2_moderate,no_label_signal,
ADDI2-0563,nortriptyline,liraglutide,T2_moderate,no_label_signal,
ADDI2-0564,ustekinumab,glimepiride,T2_moderate,no_label_signal,
ADDI2-0565,sevelamer,lovastatin,T2_moderate,no_label_signal,
ADDI2-0566,chlorpheniramine,zolmitriptan,T2_moderate,no_label_signal,
ADDI2-0567,conjugated estrogens,zolmitriptan,T2_moderate,no_label_signal,
ADDI2-0568,levetiracetam,eletriptan,T2_moderate,no_label_signal,
ADDI2-0569,sildenafil,dalteparin,T2_moderate,no_label_signal,
ADDI2-0570,nitrofurantoin,liraglutide,T2_moderate,no_label_signal,
ADDI2-0571,lamotrigine,dalteparin,T3_limited,no_label_signal,
ADDI2-0572,ustekinumab,ketoconazole,T3_limited,no_label_signal,
ADDI2-0573,sevelamer,pioglitazone,T3_limited,no_label_signal,
ADDI2-0574,baclofen,dalteparin,T3_limited,no_label_signal,
ADDI2-0575,buprenorphine,dalteparin,T3_limited,no_label_signal,
ADDI2-0576,conjugated estrogens,cefuroxime,T3_limited,no_label_signal,
ADDI2-0577,ropinirole,sevelamer,T3_limited,no_label_signal,
ADDI2-0578,doxazosin,ustekinumab,T3_limited,no_label_signal,
ADDI2-0579,levetiracetam,zolmitriptan,T3_limited,no_label_signal,
ADDI2-0580,ustekinumab,clarithromycin,T3_limited,no_label_signal,
ADDI2-0581,isosorbide,ustekinumab,T3_limited,no_label_signal,
ADDI2-0582,fenofibrate,sevelamer,T3_limited,no_label_signal,
ADDI2-0583,conjugated estrogens,moxifloxacin,T3_limited,no_label_signal,
ADDI2-0584,glipizide,ustekinumab,T3_limited,no_label_signal,
ADDI2-0585,nitrofurantoin,dalteparin,T3_limited,no_label_signal,
ADDI2-0586,raloxifene,levetiracetam,T3_limited,no_label_signal,
ADDI2-0587,levofloxacin,ustekinumab,T3_limited,no_label_signal,
ADDI2-0588,tetracycline,heparin,T3_limited,label_explicit_INTERACTION,"heparin sodium. to reduce the risk of bleeding, a reduction in the dose of antiplatelet agent or heparin is recommended. 7.3 other interactions digitalis, tetracyclines, nicotine or antihistamines may"
ADDI2-0589,baclofen,sevelamer,T3_limited,no_label_signal,
ADDI2-0590,cephalexin,ustekinumab,T3_limited,no_label_signal,
ADDI2-0591,dicyclomine,sevelamer,T3_limited,no_label_signal,
ADDI2-0592,metoclopramide,ustekinumab,T3_limited,no_label_signal,
ADDI2-0593,nortriptyline,ustekinumab,T3_limited,no_label_signal,
ADDI2-0594,ustekinumab,acyclovir,T3_limited,no_label_signal,
ADDI2-0595,methocarbamol,sevelamer,T3_limited,no_label_signal,
ADDI2-0596,risperidone,ustekinumab,T3_limited,no_label_signal,
ADDI2-0597,ustekinumab,finasteride,T3_limited,no_label_signal,
ADDI2-0598,memantine,heparin,T3_limited,no_label_signal,
ADDI2-0599,terazosin,sevelamer,T3_limited,no_label_signal,
ADDI2-0600,meloxicam,sevelamer,T3_limited,no_label_signal,
ADDI2-0601,cinacalcet,dalteparin,T3_limited,no_label_signal,
ADDI2-0602,ustekinumab,tadalafil,T3_limited,no_label_signal,
ADDI2-0603,colchicine,dalteparin,T3_limited,no_label_signal,
ADDI2-0604,cefdinir,liraglutide,T3_limited,no_label_signal,
ADDI2-0605,sevelamer,clarithromycin,T3_limited,no_label_signal,
ADDI2-0606,chlorpheniramine,raltegravir,T3_limited,no_label_signal,
ADDI2-0607,chlorpheniramine,penicillin v potassium,T3_limited,no_label_signal,
ADDI2-0608,heparin,raltegravir,T3_limited,no_label_signal,
ADDI2-0609,donepezil,sevelamer,T3_limited,no_label_signal,
ADDI2-0610,lamotrigine,sevelamer,T3_limited,no_label_signal,
ADDI2-0611,sevelamer,ketoconazole,T3_limited,no_label_signal,
ADDI2-0612,valproate,dalteparin,T3_limited,no_label_signal,
ADDI2-0613,hydrocodone,vardenafil,T3_limited,no_label_signal,
ADDI2-0614,sevelamer,gemfibrozil,T3_limited,no_label_signal,
ADDI2-0615,celecoxib,sevelamer,T3_limited,no_label_signal,
ADDI2-0616,penicillin v potassium,heparin,T3_limited,no_label_signal,
ADDI2-0617,valganciclovir,dextromethorphan,T3_limited,no_label_signal,
ADDI2-0618,nortriptyline,dalteparin,T3_limited,no_label_signal,
ADDI2-0619,valganciclovir,dalteparin,T3_limited,no_label_signal,
ADDI2-0620,raltegravir,sevelamer,T3_limited,no_label_signal,
ADDI2-0621,conjugated estrogens,ustekinumab,T3_limited,no_label_signal,
ADDI2-0622,methadone,liraglutide,T3_limited,no_label_signal,
ADDI2-0623,methylphenidate,ustekinumab,T3_limited,no_label_signal,
ADDI2-0624,nitrofurantoin,ustekinumab,T3_limited,no_label_signal,
ADDI2-0625,ustekinumab,pioglitazone,T3_limited,no_label_signal,
ADDI2-0626,moxifloxacin,dalteparin,T3_limited,no_label_signal,
ADDI2-0627,triamterene,ustekinumab,T3_limited,no_label_signal,
ADDI2-0628,cephalexin,dalteparin,T3_limited,no_label_signal,
ADDI2-0629,nortriptyline,sevelamer,T3_limited,no_label_signal,
ADDI2-0630,dextromethorphan,raltegravir,T3_limited,no_label_signal,
ADDI2-0631,imipramine,ustekinumab,T3_limited,no_label_signal,
ADDI2-0632,phenytoin,sevelamer,T3_limited,no_label_signal,
ADDI2-0633,risperidone,sevelamer,T3_limited,no_label_signal,
ADDI2-0634,heparin,zolmitriptan,T3_limited,no_label_signal,
ADDI2-0635,methadone,sevelamer,T3_limited,no_label_signal,
ADDI2-0636,sevelamer,perindopril,T3_limited,no_label_signal,
ADDI2-0637,haloperidol,sevelamer,T3_limited,no_label_signal,
ADDI2-0638,citalopram,penicillin v potassium,T3_limited,no_label_signal,
ADDI2-0639,dextromethorphan,entacapone,T3_limited,no_label_signal,
ADDI2-0640,hydralazine,dalteparin,T3_limited,no_label_signal,
ADDI2-0641,hydrocodone,dalteparin,T3_limited,no_label_signal,
ADDI2-0642,sevelamer,niacin,T3_limited,no_label_signal,
ADDI2-0643,sildenafil,ustekinumab,T3_limited,no_label_signal,
ADDI2-0644,cefdinir,sevelamer,T3_limited,no_label_signal,
ADDI2-0645,conjugated estrogens,emtricitabine,T3_limited,no_label_signal,
ADDI2-0646,conjugated estrogens,memantine,T3_limited,no_label_signal,
ADDI2-0647,clozapine,dalteparin,T3_limited,no_label_signal,
ADDI2-0648,donepezil,dalteparin,T3_limited,no_label_signal,
ADDI2-0649,dutasteride,dalteparin,T3_limited,no_label_signal,
ADDI2-0650,methadone,ustekinumab,T3_limited,no_label_signal,
ADDI2-0651,sevelamer,cefuroxime,T3_limited,no_label_signal,
ADDI2-0652,nabumetone,liraglutide,T3_limited,no_label_signal,
ADDI2-0653,oseltamivir,liraglutide,T3_limited,no_label_signal,
ADDI2-0654,oseltamivir,sevelamer,T3_limited,no_label_signal,
ADDI2-0655,solifenacin,ustekinumab,T3_limited,no_label_signal,
ADDI2-0656,tetracycline,levetiracetam,T3_limited,no_label_signal,
ADDI2-0657,ustekinumab,gemfibrozil,T3_limited,no_label_signal,
ADDI2-0658,dutasteride,sevelamer,T3_limited,no_label_signal,
ADDI2-0659,phenazopyridine,liraglutide,T3_limited,no_label_signal,
ADDI2-0660,sumatriptan,dalteparin,T3_limited,no_label_signal,
ADDI2-0661,olanzapine,ustekinumab,T3_limited,no_label_signal,
ADDI2-0662,sumatriptan,sevelamer,T3_limited,no_label_signal,
ADDI2-0663,dextromethorphan,penicillin v potassium,T3_limited,no_label_signal,
ADDI2-0664,ropinirole,ustekinumab,T3_limited,no_label_signal,
ADDI2-0665,buprenorphine,sevelamer,T3_limited,no_label_signal,
ADDI2-0666,hydralazine,ustekinumab,T3_limited,no_label_signal,
ADDI2-0667,conjugated estrogens,zaleplon,T3_limited,no_label_signal,
ADDI2-0668,memantine,dalteparin,T3_limited,no_label_signal,
ADDI2-0669,dutasteride,ustekinumab,T3_limited,no_label_signal,
ADDI2-0670,raltegravir,ustekinumab,T3_limited,no_label_signal,
ADDI2-0671,ustekinumab,cefuroxime,T3_limited,no_label_signal,
ADDI2-0672,conjugated estrogens,granisetron,T3_limited,no_label_signal,
ADDI2-0673,imipramine,heparin,T3_limited,no_label_signal,
ADDI2-0674,fenofibrate,dalteparin,T3_limited,no_label_signal,
ADDI2-0675,dextromethorphan,dalteparin,T3_limited,no_label_signal,
ADDI2-0676,levetiracetam,penicillin v potassium,T3_limited,no_label_signal,
ADDI2-0677,ustekinumab,niacin,T3_limited,no_label_signal,
ADDI2-0678,atenolol,gabapentin,T3_trivial_inert,no_label_signal,
ADDI2-0679,atenolol,pregabalin,T3_trivial_inert,no_label_signal,
ADDI2-0680,gabapentin,heparin,T3_trivial_inert,no_label_signal,
ADDI2-0681,ustekinumab,pregabalin,T3_trivial_inert,no_label_signal,
ADDI2-0682,gabapentin,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0683,heparin,insulin glargine,T3_trivial_inert,no_label_signal,
ADDI2-0684,levetiracetam,insulin glargine,T3_trivial_inert,no_label_signal,
ADDI2-0685,heparin,pregabalin,T3_trivial_inert,no_label_signal,
ADDI2-0686,gabapentin,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0687,atenolol,heparin,T3_trivial_inert,no_label_signal,
ADDI2-0688,heparin,levetiracetam,T3_trivial_inert,no_label_signal,
ADDI2-0689,insulin lispro,heparin,T3_trivial_inert,no_label_signal,
ADDI2-0690,atenolol,levetiracetam,T3_trivial_inert,no_label_signal,
ADDI2-0691,lactulose,heparin,T3_trivial_inert,no_label_signal,
ADDI2-0692,atenolol,lactulose,T3_trivial_inert,no_label_signal,
ADDI2-0693,pregabalin,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0694,sevelamer,insulin glargine,T3_trivial_inert,no_label_signal,
ADDI2-0695,insulin lispro,levetiracetam,T3_trivial_inert,no_label_signal,
ADDI2-0696,gabapentin,dalteparin,T3_trivial_inert,no_label_signal,
ADDI2-0697,gabapentin,ustekinumab,T3_trivial_inert,no_label_signal,
ADDI2-0698,atenolol,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0699,heparin,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0700,lactulose,dalteparin,T3_trivial_inert,no_label_signal,
ADDI2-0701,sevelamer,pregabalin,T3_trivial_inert,no_label_signal,
ADDI2-0702,insulin lispro,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0703,lactulose,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0704,ustekinumab,insulin glargine,T3_trivial_inert,no_label_signal,
ADDI2-0705,levetiracetam,dalteparin,T3_trivial_inert,no_label_signal,
ADDI2-0706,atenolol,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0707,insulin lispro,ustekinumab,T3_trivial_inert,no_label_signal,
ADDI2-0708,levetiracetam,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0709,atenolol,dalteparin,T3_trivial_inert,no_label_signal,
ADDI2-0710,heparin,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0711,insulin lispro,dalteparin,T3_trivial_inert,no_label_signal,
ADDI2-0712,lactulose,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0713,levetiracetam,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0714,emtricitabine,sevelamer,T3_trivial_inert,no_label_signal,
ADDI2-0715,levetiracetam,ustekinumab,T3_trivial_inert,no_label_signal,
ADDI2-0716,ustekinumab,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0717,lactulose,ustekinumab,T3_trivial_inert,no_label_signal,
ADDI2-0718,heparin,ustekinumab,T3_trivial_inert,no_label_signal,
ADDI2-0719,sevelamer,dalteparin,T3_trivial_inert,no_label_signal,
ADDI2-0720,emtricitabine,ustekinumab,T3_trivial_inert,no_label_signal,
ADDI2-0721,sevelamer,liraglutide,T3_trivial_inert,no_label_signal,
ADDI2-0722,donepezil,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0723,ropinirole,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0724,sevelamer,alfuzosin,T4_uninformative,no_label_signal,
ADDI2-0725,atomoxetine,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0726,heparin,zaleplon,T4_uninformative,no_label_signal,
ADDI2-0727,methylphenidate,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0728,nabumetone,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0729,oseltamivir,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0730,raltegravir,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0731,sevelamer,granisetron,T4_uninformative,no_label_signal,
